IP地址,数据中心,地区,城市,网络延迟
104.18.227.134,SJC,北美洲,圣何塞,142 ms
104.21.238.137,SJC,北美洲,圣何塞,142 ms
104.17.211.114,SJC,北美洲,圣何塞,142 ms
104.17.153.97,SJC,北美洲,圣何塞,142 ms
104.16.121.101,SJC,北美洲,圣何塞,142 ms
104.19.221.225,SJC,北美洲,圣何塞,142 ms
104.16.192.54,SJC,北美洲,圣何塞,142 ms
104.16.73.95,SJC,北美洲,圣何塞,142 ms
104.17.191.19,SJC,北美洲,圣何塞,142 ms
104.17.73.14,SJC,北美洲,圣何塞,142 ms
104.18.142.115,SJC,北美洲,圣何塞,142 ms
104.18.111.35,SJC,北美洲,圣何塞,142 ms
104.18.71.87,SJC,北美洲,圣何塞,142 ms
104.16.83.24,SJC,北美洲,圣何塞,142 ms
104.18.149.77,SJC,北美洲,圣何塞,142 ms
104.16.125.160,SJC,北美洲,圣何塞,142 ms
104.17.239.194,SJC,北美洲,圣何塞,142 ms
104.18.243.216,SJC,北美洲,圣何塞,142 ms
104.16.234.170,SJC,北美洲,圣何塞,142 ms
104.17.72.197,SJC,北美洲,圣何塞,142 ms
104.19.229.240,SJC,北美洲,圣何塞,142 ms
104.17.28.24,SJC,北美洲,圣何塞,142 ms
104.17.52.30,SJC,北美洲,圣何塞,142 ms
104.16.133.16,SJC,北美洲,圣何塞,142 ms
104.18.198.73,SJC,北美洲,圣何塞,142 ms
104.17.4.214,SJC,北美洲,圣何塞,142 ms
104.17.116.175,SJC,北美洲,圣何塞,142 ms
104.16.30.197,SJC,北美洲,圣何塞,142 ms
103.11.212.113,SJC,北美洲,圣何塞,142 ms
104.16.129.231,SJC,北美洲,圣何塞,142 ms
104.18.97.155,SJC,北美洲,圣何塞,142 ms
104.16.23.9,SJC,北美洲,圣何塞,142 ms
104.18.231.60,SJC,北美洲,圣何塞,142 ms
104.16.176.60,SJC,北美洲,圣何塞,142 ms
104.18.87.196,SJC,北美洲,圣何塞,142 ms
104.17.168.249,SJC,北美洲,圣何塞,142 ms
104.16.71.140,SJC,北美洲,圣何塞,142 ms
104.16.115.65,SJC,北美洲,圣何塞,142 ms
162.159.237.229,SJC,北美洲,圣何塞,142 ms
104.17.242.42,SJC,北美洲,圣何塞,142 ms
104.16.90.159,SJC,北美洲,圣何塞,142 ms
104.17.27.140,SJC,北美洲,圣何塞,142 ms
104.18.223.123,SJC,北美洲,圣何塞,142 ms
104.18.230.21,SJC,北美洲,圣何塞,142 ms
104.17.173.185,SJC,北美洲,圣何塞,142 ms
104.16.184.182,SJC,北美洲,圣何塞,142 ms
104.18.255.92,SJC,北美洲,圣何塞,142 ms
104.16.53.66,SJC,北美洲,圣何塞,142 ms
104.16.34.175,SJC,北美洲,圣何塞,142 ms
104.18.133.118,SJC,北美洲,圣何塞,142 ms
104.17.96.203,SJC,北美洲,圣何塞,142 ms
104.17.114.186,SJC,北美洲,圣何塞,142 ms
104.17.217.7,SJC,北美洲,圣何塞,143 ms
104.18.73.151,SJC,北美洲,圣何塞,143 ms
104.17.255.247,SJC,北美洲,圣何塞,143 ms
104.16.201.9,SJC,北美洲,圣何塞,143 ms
104.16.241.63,SJC,北美洲,圣何塞,143 ms
104.18.72.46,SJC,北美洲,圣何塞,143 ms
104.16.138.139,SJC,北美洲,圣何塞,143 ms
104.17.222.223,SJC,北美洲,圣何塞,143 ms
104.17.86.63,SJC,北美洲,圣何塞,143 ms
104.18.189.91,SJC,北美洲,圣何塞,143 ms
104.16.18.245,SJC,北美洲,圣何塞,143 ms
104.21.228.67,SJC,北美洲,圣何塞,143 ms
104.18.163.35,SJC,北美洲,圣何塞,143 ms
104.16.12.54,SJC,北美洲,圣何塞,143 ms
104.17.164.129,SJC,北美洲,圣何塞,143 ms
104.19.180.187,SJC,北美洲,圣何塞,143 ms
104.16.249.232,SJC,北美洲,圣何塞,143 ms
104.17.199.74,SJC,北美洲,圣何塞,143 ms
104.18.130.41,SJC,北美洲,圣何塞,143 ms
104.16.114.151,SJC,北美洲,圣何塞,144 ms
104.18.126.136,SJC,北美洲,圣何塞,144 ms
104.17.167.239,SJC,北美洲,圣何塞,144 ms
104.18.104.186,SJC,北美洲,圣何塞,144 ms
104.16.152.228,SJC,北美洲,圣何塞,144 ms
104.17.57.124,SJC,北美洲,圣何塞,145 ms
104.18.105.107,SJC,北美洲,圣何塞,146 ms
104.17.137.73,SJC,北美洲,圣何塞,146 ms
104.16.146.62,SJC,北美洲,圣何塞,146 ms
104.16.64.152,SJC,北美洲,圣何塞,146 ms
104.21.239.28,SJC,北美洲,圣何塞,147 ms
104.18.202.115,SJC,北美洲,圣何塞,147 ms
104.16.92.145,SJC,北美洲,圣何塞,147 ms
104.17.241.138,SJC,北美洲,圣何塞,147 ms
104.18.250.147,SJC,北美洲,圣何塞,147 ms
104.16.203.250,SJC,北美洲,圣何塞,147 ms
104.17.206.89,SJC,北美洲,圣何塞,147 ms
104.16.124.248,SJC,北美洲,圣何塞,147 ms
104.16.98.151,SJC,北美洲,圣何塞,147 ms
104.17.120.94,SJC,北美洲,圣何塞,147 ms
104.16.215.31,SJC,北美洲,圣何塞,147 ms
104.16.181.247,SJC,北美洲,圣何塞,147 ms
104.16.155.215,SJC,北美洲,圣何塞,147 ms
104.16.57.93,SJC,北美洲,圣何塞,147 ms
104.17.166.204,SJC,北美洲,圣何塞,147 ms
104.16.40.161,SJC,北美洲,圣何塞,147 ms
104.19.239.244,SJC,北美洲,圣何塞,147 ms
104.17.78.59,SJC,北美洲,圣何塞,147 ms
104.17.85.151,SJC,北美洲,圣何塞,147 ms
104.16.189.202,SJC,北美洲,圣何塞,147 ms
104.19.252.216,SJC,北美洲,圣何塞,148 ms
104.18.95.169,SJC,北美洲,圣何塞,148 ms
104.18.170.172,SJC,北美洲,圣何塞,148 ms
104.17.160.61,SJC,北美洲,圣何塞,149 ms
104.18.184.55,SJC,北美洲,圣何塞,149 ms
104.18.113.193,SJC,北美洲,圣何塞,149 ms
104.17.42.21,SJC,北美洲,圣何塞,149 ms
104.19.170.189,SJC,北美洲,圣何塞,149 ms
104.17.253.226,SJC,北美洲,圣何塞,149 ms
104.16.15.95,SJC,北美洲,圣何塞,149 ms
104.17.247.82,SJC,北美洲,圣何塞,150 ms
190.93.245.23,SJC,北美洲,圣何塞,150 ms
104.18.123.49,SJC,北美洲,圣何塞,150 ms
104.17.77.127,SJC,北美洲,圣何塞,150 ms
104.18.168.57,SJC,北美洲,圣何塞,150 ms
104.21.235.1,SJC,北美洲,圣何塞,150 ms
104.16.194.45,SJC,北美洲,圣何塞,150 ms
104.16.76.186,SJC,北美洲,圣何塞,150 ms
104.18.99.14,SJC,北美洲,圣何塞,150 ms
104.16.5.178,SJC,北美洲,圣何塞,150 ms
104.16.244.149,SJC,北美洲,圣何塞,150 ms
104.19.210.77,SJC,北美洲,圣何塞,150 ms
104.17.5.91,SJC,北美洲,圣何塞,150 ms
104.16.112.131,SJC,北美洲,圣何塞,150 ms
104.17.218.247,SJC,北美洲,圣何塞,150 ms
104.16.80.7,SJC,北美洲,圣何塞,150 ms
104.19.254.76,SJC,北美洲,圣何塞,150 ms
104.16.254.208,SJC,北美洲,圣何塞,150 ms
104.19.158.154,SJC,北美洲,圣何塞,150 ms
104.16.224.182,SJC,北美洲,圣何塞,151 ms
162.159.234.37,DEN,北美洲,丹佛,153 ms
172.64.228.205,DEN,北美洲,丹佛,154 ms
104.17.36.174,SJC,北美洲,圣何塞,154 ms
104.16.156.132,SJC,北美洲,圣何塞,155 ms
104.17.250.157,SJC,北美洲,圣何塞,155 ms
104.17.227.197,SJC,北美洲,圣何塞,155 ms
104.17.133.122,SJC,北美洲,圣何塞,155 ms
104.18.192.233,SJC,北美洲,圣何塞,155 ms
104.17.45.91,SJC,北美洲,圣何塞,155 ms
104.18.218.38,SJC,北美洲,圣何塞,155 ms
104.16.122.135,SJC,北美洲,圣何塞,155 ms
104.17.189.128,SJC,北美洲,圣何塞,155 ms
104.16.82.224,SJC,北美洲,圣何塞,155 ms
104.19.253.193,SJC,北美洲,圣何塞,155 ms
104.16.136.226,SJC,北美洲,圣何塞,155 ms
104.16.13.12,SJC,北美洲,圣何塞,155 ms
104.16.25.171,SJC,北美洲,圣何塞,155 ms
104.17.240.13,SJC,北美洲,圣何塞,156 ms
104.16.44.201,SJC,北美洲,圣何塞,156 ms
104.17.110.98,SJC,北美洲,圣何塞,156 ms
104.16.69.198,SJC,北美洲,圣何塞,156 ms
104.19.159.67,SJC,北美洲,圣何塞,156 ms
104.17.93.26,SJC,北美洲,圣何塞,156 ms
104.16.178.188,SJC,北美洲,圣何塞,156 ms
104.18.225.251,SJC,北美洲,圣何塞,156 ms
104.17.184.6,SJC,北美洲,圣何塞,156 ms
104.16.164.102,SJC,北美洲,圣何塞,156 ms
104.18.86.57,SJC,北美洲,圣何塞,156 ms
104.17.46.219,SJC,北美洲,圣何塞,156 ms
104.16.145.116,SJC,北美洲,圣何塞,156 ms
104.17.76.23,SJC,北美洲,圣何塞,156 ms
104.19.247.41,SJC,北美洲,圣何塞,156 ms
104.17.129.67,SJC,北美洲,圣何塞,156 ms
104.16.74.182,SJC,北美洲,圣何塞,156 ms
104.16.211.51,SJC,北美洲,圣何塞,156 ms
104.16.154.28,SJC,北美洲,圣何塞,156 ms
104.17.136.188,SJC,北美洲,圣何塞,156 ms
104.16.54.112,SJC,北美洲,圣何塞,156 ms
104.18.224.222,SJC,北美洲,圣何塞,156 ms
104.21.227.163,SJC,北美洲,圣何塞,156 ms
104.17.151.217,SJC,北美洲,圣何塞,156 ms
104.19.222.235,SJC,北美洲,圣何塞,156 ms
104.16.81.209,SJC,北美洲,圣何塞,156 ms
104.17.149.209,SJC,北美洲,圣何塞,156 ms
104.16.3.218,SJC,北美洲,圣何塞,156 ms
104.21.234.181,SJC,北美洲,圣何塞,156 ms
104.18.208.220,SJC,北美洲,圣何塞,156 ms
104.19.219.130,SJC,北美洲,圣何塞,156 ms
104.16.84.125,SJC,北美洲,圣何塞,156 ms
104.19.234.162,SJC,北美洲,圣何塞,156 ms
104.17.13.185,SJC,北美洲,圣何塞,156 ms
104.21.237.98,SJC,北美洲,圣何塞,156 ms
104.16.219.122,SJC,北美洲,圣何塞,156 ms
104.18.174.66,SJC,北美洲,圣何塞,156 ms
104.18.137.218,SJC,北美洲,圣何塞,156 ms
104.18.251.56,SJC,北美洲,圣何塞,156 ms
104.16.17.180,SJC,北美洲,圣何塞,156 ms
104.17.29.201,SJC,北美洲,圣何塞,156 ms
104.16.1.26,SJC,北美洲,圣何塞,156 ms
104.16.193.248,SJC,北美洲,圣何塞,156 ms
104.16.188.6,SJC,北美洲,圣何塞,156 ms
104.16.0.109,SJC,北美洲,圣何塞,156 ms
104.16.220.216,SJC,北美洲,圣何塞,156 ms
104.17.75.134,SJC,北美洲,圣何塞,156 ms
104.18.212.79,SJC,北美洲,圣何塞,156 ms
104.19.208.29,SJC,北美洲,圣何塞,157 ms
104.18.122.185,SJC,北美洲,圣何塞,157 ms
104.17.162.147,SJC,北美洲,圣何塞,157 ms
104.16.228.37,SJC,北美洲,圣何塞,157 ms
141.101.114.195,SJC,北美洲,圣何塞,157 ms
104.16.51.15,SJC,北美洲,圣何塞,157 ms
104.16.78.143,SJC,北美洲,圣何塞,157 ms
104.16.79.16,SJC,北美洲,圣何塞,157 ms
104.17.156.12,SJC,北美洲,圣何塞,157 ms
104.17.139.242,SJC,北美洲,圣何塞,157 ms
104.16.20.99,SJC,北美洲,圣何塞,157 ms
104.16.33.22,SJC,北美洲,圣何塞,157 ms
104.17.97.205,SJC,北美洲,圣何塞,157 ms
104.17.252.95,SJC,北美洲,圣何塞,157 ms
104.16.106.249,SJC,北美洲,圣何塞,157 ms
104.19.183.108,SJC,北美洲,圣何塞,157 ms
104.17.50.5,SJC,北美洲,圣何塞,157 ms
104.16.231.131,SJC,北美洲,圣何塞,157 ms
104.16.190.217,SJC,北美洲,圣何塞,157 ms
104.17.190.37,SJC,北美洲,圣何塞,157 ms
104.17.19.143,SJC,北美洲,圣何塞,157 ms
104.17.18.86,SJC,北美洲,圣何塞,157 ms
104.18.246.81,SJC,北美洲,圣何塞,157 ms
104.17.152.20,SJC,北美洲,圣何塞,157 ms
104.18.118.168,SJC,北美洲,圣何塞,158 ms
104.17.34.6,SJC,北美洲,圣何塞,158 ms
104.16.162.236,SJC,北美洲,圣何塞,158 ms
104.17.30.141,SJC,北美洲,圣何塞,158 ms
104.19.173.92,SJC,北美洲,圣何塞,158 ms
104.18.156.33,SJC,北美洲,圣何塞,158 ms
104.19.155.243,SJC,北美洲,圣何塞,158 ms
104.18.222.18,SJC,北美洲,圣何塞,158 ms
104.16.247.250,SJC,北美洲,圣何塞,158 ms
104.17.170.224,SJC,北美洲,圣何塞,158 ms
104.19.154.164,SJC,北美洲,圣何塞,158 ms
104.16.250.228,SJC,北美洲,圣何塞,158 ms
104.16.214.1,SJC,北美洲,圣何塞,158 ms
104.18.127.184,SJC,北美洲,圣何塞,158 ms
104.17.89.151,SJC,北美洲,圣何塞,158 ms
104.17.183.0,SJC,北美洲,圣何塞,158 ms
104.17.74.166,SJC,北美洲,圣何塞,158 ms
104.16.238.143,SJC,北美洲,圣何塞,158 ms
104.17.119.146,SJC,北美洲,圣何塞,158 ms
104.16.200.188,SJC,北美洲,圣何塞,158 ms
108.162.198.104,SJC,北美洲,圣何塞,159 ms
104.17.236.199,SJC,北美洲,圣何塞,159 ms
104.16.159.127,SJC,北美洲,圣何塞,159 ms
104.17.91.210,SJC,北美洲,圣何塞,159 ms
104.16.24.27,SJC,北美洲,圣何塞,159 ms
104.19.218.100,SJC,北美洲,圣何塞,160 ms
104.17.174.225,SJC,北美洲,圣何塞,160 ms
104.16.191.152,SJC,北美洲,圣何塞,161 ms
104.17.15.41,SJC,北美洲,圣何塞,161 ms
104.16.97.134,SJC,北美洲,圣何塞,161 ms
104.18.82.111,SJC,北美洲,圣何塞,161 ms
104.18.164.171,SJC,北美洲,圣何塞,161 ms
104.16.58.121,SJC,北美洲,圣何塞,161 ms
104.17.233.187,SJC,北美洲,圣何塞,161 ms
104.18.247.134,SJC,北美洲,圣何塞,161 ms
104.17.106.10,SJC,北美洲,圣何塞,161 ms
104.17.161.95,SJC,北美洲,圣何塞,162 ms
104.18.161.196,SJC,北美洲,圣何塞,162 ms
104.18.186.168,SJC,北美洲,圣何塞,162 ms
104.16.223.123,SJC,北美洲,圣何塞,162 ms
104.19.174.151,SJC,北美洲,圣何塞,162 ms
104.19.190.34,SJC,北美洲,圣何塞,162 ms
104.16.94.4,SJC,北美洲,圣何塞,162 ms
104.19.248.157,SJC,北美洲,圣何塞,162 ms
104.17.138.178,SJC,北美洲,圣何塞,162 ms
104.16.127.78,SJC,北美洲,圣何塞,162 ms
104.21.229.216,SJC,北美洲,圣何塞,162 ms
104.17.112.235,SJC,北美洲,圣何塞,162 ms
104.16.61.46,SJC,北美洲,圣何塞,163 ms
104.19.232.94,SJC,北美洲,圣何塞,163 ms
104.17.90.102,SJC,北美洲,圣何塞,163 ms
104.18.150.75,SJC,北美洲,圣何塞,163 ms
104.19.160.29,SJC,北美洲,圣何塞,163 ms
104.17.144.226,SJC,北美洲,圣何塞,163 ms
104.18.109.144,SJC,北美洲,圣何塞,163 ms
104.17.163.97,SJC,北美洲,圣何塞,164 ms
104.16.182.130,SJC,北美洲,圣何塞,164 ms
104.16.95.171,SJC,北美洲,圣何塞,164 ms
185.162.230.57,LAX,北美洲,洛杉矶,164 ms
104.16.87.39,SJC,北美洲,圣何塞,164 ms
104.16.143.198,SJC,北美洲,圣何塞,164 ms
104.16.107.25,SJC,北美洲,圣何塞,164 ms
104.17.158.109,SJC,北美洲,圣何塞,164 ms
104.16.62.175,SJC,北美洲,圣何塞,164 ms
104.16.11.43,SJC,北美洲,圣何塞,164 ms
104.17.58.239,SJC,北美洲,圣何塞,164 ms
104.19.161.85,SJC,北美洲,圣何塞,164 ms
104.16.175.113,SJC,北美洲,圣何塞,164 ms
104.18.152.189,SJC,北美洲,圣何塞,164 ms
104.17.180.131,SJC,北美洲,圣何塞,164 ms
104.16.198.59,SJC,北美洲,圣何塞,165 ms
104.18.217.175,SJC,北美洲,圣何塞,165 ms
104.17.124.14,SJC,北美洲,圣何塞,165 ms
104.18.108.223,SJC,北美洲,圣何塞,165 ms
104.16.118.38,SJC,北美洲,圣何塞,165 ms
104.19.166.159,SJC,北美洲,圣何塞,165 ms
104.19.157.193,SJC,北美洲,圣何塞,165 ms
104.18.135.106,SJC,北美洲,圣何塞,165 ms
104.16.229.128,SJC,北美洲,圣何塞,165 ms
104.19.163.68,SJC,北美洲,圣何塞,165 ms
104.19.244.87,SJC,北美洲,圣何塞,165 ms
1.1.1.88,LAX,北美洲,洛杉矶,167 ms
172.64.42.9,LAX,北美洲,洛杉矶,167 ms
1.0.0.146,LAX,北美洲,洛杉矶,168 ms
1.1.1.225,LAX,北美洲,洛杉矶,168 ms
185.238.228.226,LAX,北美洲,洛杉矶,168 ms
104.27.28.82,LAX,北美洲,洛杉矶,168 ms
1.1.1.23,LAX,北美洲,洛杉矶,168 ms
1.1.1.18,LAX,北美洲,洛杉矶,168 ms
185.221.160.1,LAX,北美洲,洛杉矶,168 ms
1.1.1.58,LAX,北美洲,洛杉矶,168 ms
1.0.0.181,LAX,北美洲,洛杉矶,168 ms
172.64.67.109,LAX,北美洲,洛杉矶,168 ms
1.1.1.127,LAX,北美洲,洛杉矶,168 ms
1.0.0.12,LAX,北美洲,洛杉矶,169 ms
104.18.47.248,LAX,北美洲,洛杉矶,169 ms
1.0.0.181,LAX,北美洲,洛杉矶,169 ms
104.27.29.121,LAX,北美洲,洛杉矶,169 ms
172.64.38.250,LAX,北美洲,洛杉矶,169 ms
1.1.1.187,LAX,北美洲,洛杉矶,169 ms
1.1.1.33,LAX,北美洲,洛杉矶,169 ms
1.0.0.193,LAX,北美洲,洛杉矶,169 ms
1.0.0.129,LAX,北美洲,洛杉矶,169 ms
1.0.0.81,LAX,北美洲,洛杉矶,169 ms
104.25.51.147,LAX,北美洲,洛杉矶,169 ms
104.24.240.11,LAX,北美洲,洛杉矶,170 ms
104.24.24.121,LAX,北美洲,洛杉矶,170 ms
1.0.0.12,LAX,北美洲,洛杉矶,170 ms
213.241.198.246,LAX,北美洲,洛杉矶,170 ms
162.159.38.108,LAX,北美洲,洛杉矶,170 ms
1.0.0.144,LAX,北美洲,洛杉矶,170 ms
45.131.211.232,LAX,北美洲,洛杉矶,170 ms
162.159.160.113,OTP,欧洲,布加勒斯特,170 ms
104.19.204.97,LAX,北美洲,洛杉矶,170 ms
104.25.182.180,LAX,北美洲,洛杉矶,171 ms
167.68.5.82,LAX,北美洲,洛杉矶,171 ms
1.1.1.189,LAX,北美洲,洛杉矶,171 ms
104.25.26.22,LAX,北美洲,洛杉矶,171 ms
1.1.1.33,LAX,北美洲,洛杉矶,171 ms
194.36.55.245,LAX,北美洲,洛杉矶,171 ms
162.159.153.89,LAX,北美洲,洛杉矶,171 ms
1.1.1.181,LAX,北美洲,洛杉矶,171 ms
141.101.122.102,LAX,北美洲,洛杉矶,171 ms
1.0.0.189,LAX,北美洲,洛杉矶,171 ms
162.159.243.6,LAX,北美洲,洛杉矶,171 ms
104.25.163.237,LAX,北美洲,洛杉矶,171 ms
162.159.58.32,LAX,北美洲,洛杉矶,171 ms
1.0.0.181,LAX,北美洲,洛杉矶,171 ms
185.162.229.112,LAX,北美洲,洛杉矶,172 ms
104.24.180.211,LAX,北美洲,洛杉矶,172 ms
104.18.185.153,SJC,北美洲,圣何塞,172 ms
104.18.132.147,SJC,北美洲,圣何塞,172 ms
198.41.196.4,LAX,北美洲,洛杉矶,172 ms
1.1.1.154,LAX,北美洲,洛杉矶,172 ms
1.1.1.135,LAX,北美洲,洛杉矶,172 ms
104.19.68.172,LAX,北美洲,洛杉矶,172 ms
104.18.39.28,LAX,北美洲,洛杉矶,172 ms
162.159.206.73,LAX,北美洲,洛杉矶,172 ms
104.24.249.112,LAX,北美洲,洛杉矶,172 ms
162.159.42.15,LAX,北美洲,洛杉矶,172 ms
1.0.0.231,LAX,北美洲,洛杉矶,172 ms
162.159.10.238,LAX,北美洲,洛杉矶,172 ms
162.159.26.95,LAX,北美洲,洛杉矶,172 ms
104.19.189.146,SJC,北美洲,圣何塞,172 ms
162.159.246.40,LAX,北美洲,洛杉矶,172 ms
23.227.39.148,LAX,北美洲,洛杉矶,172 ms
1.0.0.13,LAX,北美洲,洛杉矶,172 ms
1.1.1.233,LAX,北美洲,洛杉矶,172 ms
1.0.0.220,LAX,北美洲,洛杉矶,172 ms
1.1.1.217,LAX,北美洲,洛杉矶,172 ms
92.60.74.88,LAX,北美洲,洛杉矶,172 ms
104.18.21.130,LAX,北美洲,洛杉矶,172 ms
1.1.1.177,LAX,北美洲,洛杉矶,172 ms
162.159.33.18,LAX,北美洲,洛杉矶,172 ms
172.66.40.111,LAX,北美洲,洛杉矶,172 ms
104.18.253.29,SJC,北美洲,圣何塞,172 ms
1.1.1.100,LAX,北美洲,洛杉矶,172 ms
45.131.210.148,LAX,北美洲,洛杉矶,172 ms
198.41.204.182,LAX,北美洲,洛杉矶,172 ms
162.159.207.94,LAX,北美洲,洛杉矶,172 ms
1.1.1.100,LAX,北美洲,洛杉矶,172 ms
162.159.213.61,SJC,北美洲,圣何塞,172 ms
1.0.0.93,LAX,北美洲,洛杉矶,172 ms
1.0.0.36,LAX,北美洲,洛杉矶,172 ms
104.24.29.51,LAX,北美洲,洛杉矶,173 ms
185.159.247.6,LAX,北美洲,洛杉矶,173 ms
1.0.0.33,LAX,北美洲,洛杉矶,173 ms
1.0.0.0,LAX,北美洲,洛杉矶,173 ms
1.1.1.100,LAX,北美洲,洛杉矶,173 ms
104.17.61.81,SJC,北美洲,圣何塞,173 ms
1.0.0.62,LAX,北美洲,洛杉矶,173 ms
104.17.165.84,SJC,北美洲,圣何塞,173 ms
1.0.0.19,LAX,北美洲,洛杉矶,173 ms
172.67.89.220,LAX,北美洲,洛杉矶,173 ms
162.251.82.134,LAX,北美洲,洛杉矶,173 ms
1.1.1.189,LAX,北美洲,洛杉矶,173 ms
1.1.1.41,LAX,北美洲,洛杉矶,173 ms
104.16.104.218,SJC,北美洲,圣何塞,173 ms
1.1.1.154,LAX,北美洲,洛杉矶,173 ms
104.19.245.82,SJC,北美洲,圣何塞,173 ms
1.1.1.135,LAX,北美洲,洛杉矶,173 ms
104.18.239.197,SJC,北美洲,圣何塞,173 ms
1.0.0.26,LAX,北美洲,洛杉矶,173 ms
1.1.1.225,LAX,北美洲,洛杉矶,173 ms
1.0.0.36,LAX,北美洲,洛杉矶,173 ms
92.53.189.90,LAX,北美洲,洛杉矶,173 ms
104.19.201.65,LAX,北美洲,洛杉矶,173 ms
104.25.185.39,LAX,北美洲,洛杉矶,173 ms
104.24.27.197,LAX,北美洲,洛杉矶,173 ms
104.27.40.167,LAX,北美洲,洛杉矶,173 ms
66.235.200.252,LAX,北美洲,洛杉矶,173 ms
104.17.37.250,SJC,北美洲,圣何塞,173 ms
162.159.143.239,LAX,北美洲,洛杉矶,173 ms
104.19.251.163,SJC,北美洲,圣何塞,173 ms
45.131.209.30,LAX,北美洲,洛杉矶,173 ms
1.0.0.12,LAX,北美洲,洛杉矶,173 ms
1.1.1.160,LAX,北美洲,洛杉矶,173 ms
104.19.169.99,SJC,北美洲,圣何塞,173 ms
1.0.0.67,LAX,北美洲,洛杉矶,173 ms
104.18.117.253,SJC,北美洲,圣何塞,173 ms
104.27.65.92,LAX,北美洲,洛杉矶,173 ms
104.27.45.38,LAX,北美洲,洛杉矶,173 ms
1.1.1.112,LAX,北美洲,洛杉矶,173 ms
104.16.202.250,SJC,北美洲,圣何塞,174 ms
203.28.8.147,LAX,北美洲,洛杉矶,174 ms
1.0.0.201,LAX,北美洲,洛杉矶,174 ms
104.16.243.112,SJC,北美洲,圣何塞,174 ms
185.176.26.115,LAX,北美洲,洛杉矶,174 ms
154.206.12.187,LAX,北美洲,洛杉矶,174 ms
1.1.1.171,LAX,北美洲,洛杉矶,174 ms
1.1.1.90,LAX,北美洲,洛杉矶,174 ms
104.19.187.9,SJC,北美洲,圣何塞,174 ms
1.1.1.72,LAX,北美洲,洛杉矶,174 ms
104.19.91.22,LAX,北美洲,洛杉矶,174 ms
1.0.0.29,LAX,北美洲,洛杉矶,174 ms
162.159.19.98,LAX,北美洲,洛杉矶,174 ms
203.29.53.189,LAX,北美洲,洛杉矶,174 ms
162.159.1.50,LAX,北美洲,洛杉矶,174 ms
162.159.13.88,LAX,北美洲,洛杉矶,174 ms
194.152.44.83,LAX,北美洲,洛杉矶,174 ms
5.182.84.72,LAX,北美洲,洛杉矶,174 ms
104.239.72.98,LAX,北美洲,洛杉矶,174 ms
104.24.2.42,LAX,北美洲,洛杉矶,174 ms
93.114.64.33,LAX,北美洲,洛杉矶,174 ms
1.1.1.221,LAX,北美洲,洛杉矶,174 ms
1.0.0.120,LAX,北美洲,洛杉矶,174 ms
104.24.95.83,LAX,北美洲,洛杉矶,174 ms
45.81.58.219,LAX,北美洲,洛杉矶,174 ms
104.17.248.52,SJC,北美洲,圣何塞,174 ms
1.0.0.53,LAX,北美洲,洛杉矶,174 ms
1.0.0.146,LAX,北美洲,洛杉矶,174 ms
162.159.242.178,LAX,北美洲,洛杉矶,174 ms
104.25.193.4,LAX,北美洲,洛杉矶,174 ms
104.25.14.207,LAX,北美洲,洛杉矶,174 ms
104.25.104.4,LAX,北美洲,洛杉矶,174 ms
104.25.140.85,LAX,北美洲,洛杉矶,174 ms
89.117.112.135,LAX,北美洲,洛杉矶,174 ms
1.1.1.112,LAX,北美洲,洛杉矶,175 ms
1.1.1.23,LAX,北美洲,洛杉矶,175 ms
1.1.1.239,LAX,北美洲,洛杉矶,175 ms
104.19.33.70,LAX,北美洲,洛杉矶,175 ms
104.17.109.239,SJC,北美洲,圣何塞,175 ms
104.19.13.92,LAX,北美洲,洛杉矶,175 ms
198.202.211.120,LAX,北美洲,洛杉矶,175 ms
1.0.0.61,LAX,北美洲,洛杉矶,175 ms
1.0.0.110,LAX,北美洲,洛杉矶,175 ms
1.1.1.119,LAX,北美洲,洛杉矶,175 ms
1.1.1.151,LAX,北美洲,洛杉矶,175 ms
203.23.106.136,LAX,北美洲,洛杉矶,175 ms
1.0.0.8,LAX,北美洲,洛杉矶,175 ms
104.16.63.206,SJC,北美洲,圣何塞,175 ms
104.25.120.55,LAX,北美洲,洛杉矶,175 ms
104.27.38.64,LAX,北美洲,洛杉矶,175 ms
104.18.42.232,LAX,北美洲,洛杉矶,175 ms
172.65.210.241,CDG,欧洲,巴黎,175 ms
1.0.0.130,LAX,北美洲,洛杉矶,175 ms
185.193.31.52,LAX,北美洲,洛杉矶,175 ms
104.24.216.172,LAX,北美洲,洛杉矶,175 ms
1.0.0.11,LAX,北美洲,洛杉矶,175 ms
104.129.165.172,LAX,北美洲,洛杉矶,175 ms
104.18.58.226,LAX,北美洲,洛杉矶,175 ms
172.66.43.113,LAX,北美洲,洛杉矶,175 ms
104.27.10.38,LAX,北美洲,洛杉矶,175 ms
1.1.1.136,LAX,北美洲,洛杉矶,175 ms
1.0.0.118,LAX,北美洲,洛杉矶,175 ms
104.25.115.92,LAX,北美洲,洛杉矶,175 ms
162.159.253.50,LAX,北美洲,洛杉矶,175 ms
1.0.0.85,LAX,北美洲,洛杉矶,176 ms
104.25.69.9,LAX,北美洲,洛杉矶,176 ms
104.19.52.168,LAX,北美洲,洛杉矶,176 ms
8.39.125.27,LAX,北美洲,洛杉矶,176 ms
104.18.24.102,LAX,北美洲,洛杉矶,176 ms
108.162.193.104,LAX,北美洲,洛杉矶,176 ms
